lot_id,component_id,payload_type,device_spec_id,operating_voltage_v,test_temperature_c,iddq_0h,iddq_24h,iddq_168h_actual,v_offset_0h,v_offset_24h,snr_24h,spec_max_iddq,is_defective_gt,category_label,failure_mode_gt
LOT_2026_01,LOT_2026_01_COMP_0130,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.151,3.879,4.056,5.034,5.181,43.14,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0131,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.098,3.619,3.766,5.089,5.359,43.21,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0132,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,0.989,3.447,3.573,4.91,5.109,42.71,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0133,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.359,4.473,4.654,5.047,5.15,42.73,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0134,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.173,3.898,4.014,4.893,5.048,43.06,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0135,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.15,3.983,4.121,5.033,5.219,43.7,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0136,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.26,4.311,4.426,5.078,5.122,42.8,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0137,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.183,3.931,4.101,5.258,5.473,42.55,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0138,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.249,4.197,4.329,5.111,5.313,42.34,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0139,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.254,4.232,4.371,5.045,5.251,43.38,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0140,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.345,4.38,4.513,4.944,5.016,43.21,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0141,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.111,3.776,3.939,5.119,5.327,43.47,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0142,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.143,3.931,4.055,4.784,4.797,42.78,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0143,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.129,3.778,3.902,4.975,5.179,43.44,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0144,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.255,4.154,4.323,4.96,5.246,43.17,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0145,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.194,3.988,4.155,5.169,5.353,42.92,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0146,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.165,3.799,3.939,4.894,5.124,42.97,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0147,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.148,3.834,3.984,4.878,5.142,43.72,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0148,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.181,3.892,4.056,5.21,5.436,42.62,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0149,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.256,4.212,4.308,4.939,5.195,43.55,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0150,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.152,3.761,3.882,4.876,5.08,43.68,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0151,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.139,3.822,3.976,5.048,5.197,42.86,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0152,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.19,4.006,4.132,4.701,4.902,43.35,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0153,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.183,3.852,3.966,4.828,4.931,43.09,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0154,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.323,4.372,4.559,5.214,5.336,43.13,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0155,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.184,4.029,4.17,5.307,5.47,42.63,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0156,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.34,4.437,4.565,4.88,4.994,41.54,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0157,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.274,4.267,4.469,5.15,5.333,41.73,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0158,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.13,4.262,50358.786,4.906,5.412,44.71,15.0,1,1,THERMAL_RUNAWAY
LOT_2026_01,LOT_2026_01_COMP_0159,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.116,3.911,4.07,4.877,5.053,43.04,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0160,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.218,4.04,4.163,4.961,5.176,42.54,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0161,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.117,3.703,3.82,4.975,5.119,43.52,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0162,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.386,4.555,4.698,4.884,5.122,43.38,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0163,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.353,4.652,4.789,5.105,5.316,42.32,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0164,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.272,4.15,4.381,4.938,5.278,42.7,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0165,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.231,4.093,4.21,5.089,5.342,42.99,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0166,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.087,3.5,3.627,4.91,5.145,42.71,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0167,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.286,4.283,4.407,5.012,5.059,42.1,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0168,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.305,4.321,4.485,5.011,5.303,43.19,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0169,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.161,3.96,4.109,4.979,5.163,43.84,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0170,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.062,3.548,3.539,5.069,5.118,44.71,15.0,1,2,MEMS_MICROCRACK
LOT_2026_01,LOT_2026_01_COMP_0171,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.226,4.068,4.223,4.862,5.07,42.66,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0172,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.251,4.124,4.255,5.02,5.26,42.15,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0173,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.342,4.451,4.56,4.96,5.168,43.19,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0174,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.894,6.211,6.514,6.093,6.138,42.61,15.0,1,3,FREAK_OUTLIER
LOT_2026_01,LOT_2026_01_COMP_0175,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.338,4.438,4.545,4.731,4.935,42.79,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0176,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.245,4.209,4.254,4.899,5.054,42.66,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0177,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.18,3.857,4.016,4.883,5.138,43.05,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0178,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.232,4.174,4.355,4.746,5.034,42.71,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0179,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.178,4.045,4.146,5.257,5.487,43.47,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0180,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.351,4.495,4.609,5.364,5.514,43.58,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0181,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.331,4.428,4.586,4.908,5.102,43.5,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0182,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.224,4.01,4.194,4.89,5.051,42.74,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0183,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.209,4.003,4.16,5.22,5.336,42.62,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0184,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.183,3.868,3.949,4.813,5.012,42.81,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0185,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.173,3.94,4.081,5.022,5.228,42.25,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0186,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.266,4.225,4.395,4.837,5.075,42.19,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0187,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.175,3.927,4.052,4.887,4.997,43.77,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0188,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.323,4.481,4.62,4.837,5.02,43.38,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0189,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.165,3.952,4.122,5.121,5.334,42.78,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0190,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.146,4.009,4.154,4.941,5.153,42.55,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0191,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.098,3.742,3.864,5.161,5.468,43.56,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0192,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.332,4.487,4.655,5.291,5.39,43.45,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0193,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.129,3.816,3.956,5.005,5.167,42.99,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0194,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.107,3.707,3.841,4.969,5.229,42.97,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0195,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.121,3.884,3.979,4.77,4.935,43.06,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0196,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.214,4.091,4.227,5.256,5.47,42.74,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0197,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.252,4.222,4.403,5.275,5.479,43.64,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0198,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.293,4.21,4.361,4.986,5.167,42.17,15.0,0,0,HEALTHY
LOT_2026_01,LOT_2026_01_COMP_0199,SPACE_MEMS_SENSOR,ISRO-MEMS-SENS-2026,3.96,125.0,1.264,4.104,4.276,5.153,5.344,42.93,15.0,0,0,HEALTHY
